recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played,author_deck_playtime_at_review,appid,fetch_date,total_reviews
174798533,schinese,爆头全是靠抖，地图基本瞎走，报点全都靠吼，脑子基本没有,1726150155,1726150155,True,485,253,0.919230401515960693,0,False,False,False,False,76561198310713514,0,1,2130,15,1873,1731660006,,730,20241127_154107,100
154315569,english,"Game has been completely ruined and it has nothing to do with the bugs etc, tbh it looks and plays great it is a decent successor to cs-go once you iron out the kinks.. However, the cheaters... premier matchmaking... faceit... 

You decided to break all of it, the entire game. Vac live is non existent people can kill you from spawn, through walls, whilst bhopping... cheaters can do things they couldn't do in CSGO..... Fine at least we could play faceit on the 128 tick servers you once assured us we would get. Oh look nope, you hardcode subtick.. even though 128 was proven to be working better. Oh well lets go play csgo oh no we cant do that either... 

Then there is the false bans (I was one of them, the one you caused with your own update. It was promptly removed and i am grateful but no compensation, not a word to the community just silence... 

Ok well lets set that all aside and move on... oh we can't because then there is the exploits, I have never in my life wondered if was safe to play a game... 

You are forcing your player base to play an unpolished game against cheaters, without any active client sided anticheat, serverside plugins, fog of war. You don't punish people for boosting with cheaters or even cheating them selves, you allow them to flex and brag publicly on your leader boards. There are more cheaters than pros now...

and this was supposed to be game that levels the playing field, we would all get a fair chance to compete. Counter Strike is for everyone... Counter Strike is dying and you guys shot it. 

I love counter strike, it was the first game I played at my uncles internet cafe as a little kid, I lost entire summers to this. You guys as a Dev team and company have lost respect for your player base and your own game. You throw us in the bin and at the same time you flex an incoming ''major''. 

You might need to climb off your high horses, play your own game with us, talk to the community a little. Actually respond to feedback. Counter Strike has one of the most dedicated communities and I am sure if you paid even a fraction of it back to us that investment would pay off ten fold for you guys.",1703443373,1703443373,False,1546,49,0.915771424770355225,90,True,False,False,False,76561199018668818,307,25,147600,2686,116268,1732566608,,730,20241127_154107,100
168030913,brazilian,"Hoje faz um ano que perdi meu pai. As palavras para dizer da falta que ele nos faz ainda não foram inventadas. Mas ele vive em nós. E eu o reconheço nos meus gestos e gostos. Meu pai me fez amar o Counter-Strike, foi meu duo, meu parceiro e melhor amigo. 
Cada dia que venho jogar eu entro já lembrando das melhores partidas que demos boas risadas juntos. 
Acho que a melhor homenagem que se pode fazer a alguém que partiu é lembrar que essa pessoa viveu. Então, lembro aqui do nosso game e passatempo favorito. 
Obrigado por jogar comigo!! Te amo, pai.... ❤️",1719168395,1722119819,True,291,5,0.958181023597717285,8,False,False,False,False,76561198974162886,62,1,17342,177,14782,1732408559,,730,20241127_154107,100
160327054,schinese,"为什么热爱cs？就相当于为什么你们天天玩cs玩不腻？天天就是那10个人，打过来打过去，有什么意思？那问题就回来了，为什么cs好玩？很简单，因为每一次击杀，每一次战术，每一次残局，每一次胜利。如果有人问我cs的美学是什么？更简单！当你扛着大心脏打下每一个绝妙而又令人不敢相信的残局处理，当你和队友每一次完美而又像艺术般的道具配合，当你每一个大胆而又高智商的战术制订，当你每一次精彩而又无懈可击的极限击杀。这就是cs的美学，这就是cs。他不仅仅是一款游戏，更是我们为冠军，胜利，荣耀冲击的心！我们的喜怒哀乐，每一次失败懊悔不已，为什么这个残局我没有拿下。每一次胜利的激动喜悦，卧槽牛逼，这枪够狠。每一次刷屏的吹逼大会，对面这阵容，真的，用脚打都是欺负他们了。都在这里面，点点滴滴都记录着在。当我们以后某一天再次打开游戏，曾经一起上分的队友早已不在，曾经打得对面一脸懵逼的战术早已失效，但是那个时候，我们回到了那个连少年都不算的年纪，对队友说句，也对自己说句:那个少年，他 回来了！我不是热爱cs，我只是热爱这段时光。
",1710162991,1710162991,True,210,16,0.908068656921386719,6,False,False,False,False,76561199133110231,69,2,56975,0,45168,1729695067,,730,20241127_154107,100
175678883,russian,"Отличная игра! Ваши сокомандники расскажут где и как они проводили время с вашей мамой, сестрой и троюродным дедушкой по линии собаки Вашей тёти! Также Вы узнаете многое о Вашем уровне развития, но это не беда, ведь здесь Вас окружают люди с IQ которое давным-давно уже ушло в минус. Вас убьют за AWP, калаш или любое оружие лучше ножа, всем советую",1727184248,1727184248,True,225,87,0.907741248607635498,0,True,False,False,False,76561199781929907,1,1,25281,251,2353,1732494525,,730,20241127_154107,100
168979950,russian,"Играю в CS наверное с 2017 года. Всё было отлично, брал за щеку каждую катку, мои два отца приходя с завода - сразу же морально меня опускали, вообщем не жизнь а сказка. Могу даже похвалиться, что заработал 100% достижений. Но всему настал конец, когда вышла CS 2. Если раньше брать приходилось только в рот, то настало время брать и всем остальным. Подбор тиммейтов и противников ужасный, попадаются либо сильверы, либо глобалы, либо читеры (у которых нету мамочки:), вообщем никакой балансировки; поменяли стрельбу, стала неимоверно корявой, не привык к ней до сих пор; бесконечные лаги, фризы, просадка FPS, в последнее время пинг улетает до 1.5к, бывает что игра зависает и приходиться перезапускать ПК (с учётом того, что железо и инет у меня не слабые). Выпустили полностью сырой, неиграбельный продукт в котором мы должны не играть, а быть тестировщиками. Вместо того, чтобы полировать игру, разрабы дропают новый кейс и т.п. Никакого уважения к игрокам! И одно из самых обидных - ПОЛНОСТЬЮ СТЁРЛИ ВСЕ ДОСТИЖЕНИЯ CS:GO!!!
Надеюсь что вы со мной солидарны.
Всем удачи и добра!",1720106125,1720106125,False,317,21,0.907250344753265381,10,False,False,False,False,76561198957361954,56,2,79038,246,72472,1732540352,,730,20241127_154107,100
172190297,russian,"отличная игра, была, в кс го за скинчеджер банили на след. день, а тут можно гонять на твинке вечность с ним, вкратце античита нету, банят самостоятельно, в репортах смысла нету, даже иногда забываю кидать зная, что это бесполезно

и еще, объясните мне, на кой хер создали бан за кик? такая ситуация, просит чел меня кикнуть типо идти ему надо, я кикаю, или читер попадается, кикаем, но если играть много, и в день кикать так 4-5 человек, то не за горами бан за кик, сначала 30 мин по дефу, потом 2 часа также, день, а потом неделя, неделя помоему максимум, так вот я могу просто читеров кикать и меня будут за это банить, отлично Valve",1723745134,1723745330,True,237,22,0.905016958713531494,38,False,False,False,False,76561199517824012,4,2,25029,706,19799,1732633126,,730,20241127_154107,100
159956189,russian,"Вальве забили на античит, читеров НЕ БАНЯТ ВООБЩЕ, репортили ОЧЕВИДНЕЙШЕГО читера, попросили друзей его зарепортить, написали на почту вальве, прошло 2 недели, он как играл, так и играет. ЕСЛИ НЕ МОЖЕТЕ ВВЕСТИ АНТИЧИТ, ВЕРНИТЕ ХОТЯ БЫ ПАТРУЛЬ, Я ИХ САМ БАНИТЬ БУДУ. 
Как играть в эту парашу ?? Даже в варфейсе банят читеров ....",1709715529,1709715529,False,1008,38,0.953278958797454834,62,False,False,False,False,76561198124592613,0,1,37772,304,31859,1732549414,,730,20241127_154107,100
161166445,russian,"Aхуeнная пошаговая стратегия, кайфовая гифка, в отсутствии оптимизации хвалить больше просто нечего.Система VAC настолько преисполнилась с добавлением VAC-Live, что просто ливнула нaxyй из этой игры. Патруль? Зачем он, правильно, лучше брелки ccaные добавить. Запилить трейн, кэш, коблстоун? Да тоже в пuздy, как и тускан, который со времен ксс так и не дождались в ММ. Добавим премьер режим, чтоб как на фасике, ну и систему рангов оставим, так и быть, но убьем ее к eбeням, чтоб любая калибровка закончилась одной звездой, из которой выбраться тяжелее, чем матери из гроба, которую переворачивают каждую eбyчyю катку. Самую малость о стрельбе, так мало регистрации нет нигде, как в этой цыганской игре. Вот кейс новый зaeбиcь, прям правда хороший. От остального хочется рыгать во все карманы разработчиков. Друзей тоже потерял, потому что все как один щучкой в окно прыгнули, лишь бы не сидеть в этом терпильном уголочке.
Спросите почему сам играю? Потому что терять нечего, скоро выезжать в дурку.

 Рекомендую к игре через пару лет, когда CS2 выйдет из бета-теста, а пока проще удалить эту раковую опухоль.

https://steamcommunity.com/tradeoffer/new/?partner=864315415&token=ZKt0-fpR",1711122709,1712776567,False,239,25,0.901985824108123779,14,False,False,False,False,76561198824581143,0,1,117237,107,104668,1732118236,,730,20241127_154107,100
157774325,russian,Хорошая игра. Играю в нее вместо работы. Каждую неделю в среду зарплата.,1707306224,1707306287,True,685,198,0.901166796684265137,0,True,False,False,False,76561199498155247,8,1,25561,0,22397,1718820004,,730,20241127_154107,100
161315463,english,"Very long time player here and so far all I can say is Valve is majorly dropping the ball. If any other AAA or large company had a game with this many flaws and major problems they would be getting lambasted on every gaming outlet and forum across the internet. Valves DM servers are almost entirely controlled by botted accounts meant to farm cases/farm hours to be sold. The server browser forces you to tab out and use a browser that looks about 12 years out of date. Oh did I mention the browser is dominated by faked player servers almost all of which are based in Russia and show up no matter what your search parameters are set to? Comp splits your rank to every single map and moves up at a snails pace. Most maps that I have nearly 100% winrate on with 30+ games played on that map and I'm barely above halfway in the rank tier. The new ranked mode (Premier) is infested and owned by cheaters entirely at this point. Starting at 15,000 rating you start encountering brand new accounts who don't even try and hide cheats. 25,000+ is 5v5 Hack v Hack. These cheater matches dont even involve kills that aren't wallbangs. Valves own servers are owned entirely by cheaters at this point. Anyone legit looking to play even at a casual level and up to any tier of competitive is forced to play Faceit a third party service with an actual functioning anti-cheat.

Not only is CS2 a failure so far but they didn't even have the decency to keep up support for valve CSGO servers. Shameful. Game needs a massive turn around if I'm ever gonna take it seriously. Just another massive failure and disappointment in an already disappointing field of entertainment.

What an embarassment.

REVIEW UPDATE
The last vac wave seems to have cleaned up the rankings a bit and it seems to be sticking around at least for now. I've managed to achieve 27k rating in NA. That being said there is still an infrequent amount of pretty obvious closet cheaters and the occasional rage cheater. Rank #1 world player is still cheating (he has been since the beta) for example.

Game still has ongoing issues that haven't been addressed or at least still not fully fixed as we approach the year anniversary. Headboosting is still buggy. Rubberbanding when bumping teammates still presents itself. The mini ""teleport jumps"" as you tag/get tagged by enemies is still very jarring. Smoke/molly extinguishing can still be a crapshoot at times. Moving up and down ramps still moves your crosshair vertically in a very jarring and unecessary way. Plenty of various animation bugs with player models especially in relation to ramp movements. These are just some of the things I can mention off of the top of my head. There is still a kill feedback delay that wasn't present in CSGO that makes the game feel slower or just clunky and unpolished.

Besides the gameplay problems we still dont have retakes, danger zone, flying scoutsman, etc etc. The server browser is still a piece of crap that takes you out of the game and it is STILL infested with faked servers. WTF valve how can you not fix this.

Oh yeah and the greatest tragedy of all. Surf is still broken and dead in the water for CS2

But don't worry at the end of the day the in game microtransaction and gambling features will always be working no matter what.",1711249955,1725137715,False,1291,30,0.951082408428192139,73,False,False,False,False,76561197980112580,182,2,596907,1186,588418,1732685375,,730,20241127_154107,100
176962191,english,"This game will end friendships, break desks, and leave you feeling frustrated, tilted, swearing and sweating whilst you delete it only to reinstall an hour later. 
Game 10/10
Valves input since release 2/10",1728817947,1728817947,True,234,55,0.89619213342666626,0,True,False,False,False,76561198066159406,0,1,301634,5683,288012,1732656912,,730,20241127_154107,100
167764829,russian,"Игра хорошая, только выгоняют с матча часто. Просто я плохо играю. Обзор написала, пойду чаю выпью",1718894861,1718894861,True,457,129,0.895495057106018066,0,False,False,False,False,76561199016738540,103,2,162710,897,152537,1732651775,,730,20241127_154107,100
175451240,english,"The suffering I’ve endured from playing Counter-Strike is a complex blend of mental, emotional, and even physical pain. It begins with the countless hours spent grinding in competitive matches, where every loss feels like a personal failure, a reflection of my inadequacies. I’ve experienced the gut-wrenching agony of getting matched with teammates who seem to have no regard for teamwork or strategy, leaving me to carry the game on my own shoulders. The weight of that responsibility crushes my spirit, especially when I still lose despite my best efforts. Every missed shot feels like a betrayal of my own hands, a reminder that no matter how many hours I pour into improving my aim or game sense, there are still moments where I am utterly powerless. The suffocating tension of a 1v1 clutch situation is something I’ve felt in my bones, the pressure building as the seconds tick away, my palms sweating, heart racing, only to die to some sniper crouching in a corner, completely erasing any hope of victory.

The toxicity of the community adds another layer to the pain. It’s not just the personal failures; it’s the verbal abuse that follows. No matter how well I play, there’s always that one teammate who’s quick to hurl insults, to tear down whatever little confidence I’ve built. The constant barrage of blame, the accusations that I’m throwing the game or that I’m a noob, gnaws away at my self-esteem. Every match feels like a battlefield, not just against the enemy team but against my own squad, fighting to maintain my mental stability while being bombarded by insults, racial slurs, and unnecessary aggression. Then there’s the pain of seeing a perfectly executed strategy fall apart due to one small mistake, whether it's a missed flashbang or an ill-timed push. The frustration builds with every game, the crushing realization that even though I’ve spent hundreds, maybe thousands, of hours in the game, I’m still not where I want to be skill-wise.

Physically, the game has taken its toll as well. My back and wrists ache from sitting in the same position for hours, hunched over, eyes glued to the screen, fingers moving in a precise, rapid-fire rhythm. The late nights have robbed me of sleep, leaving me exhausted, but I can’t stop playing because I’m chasing that one good game, that fleeting moment of victory that keeps me coming back, even though deep down I know that satisfaction will never outweigh the frustration. Counter-Strike has become a cycle of suffering, where each win is quickly overshadowed by a string of losses, and every moment of joy is drowned out by the ever-present, gnawing feeling of defeat.

10/10",1726922412,1726922412,True,226,90,0.892872810363769531,12,False,False,False,False,76561198292480887,31,2,38687,0,37050,1727686193,,730,20241127_154107,100
153267370,german,"Durch CS:GO habe ich...
-eine Glücksspielsucht entwickelt
-fließend Russisch und Türkisch gelernt
-meine Haare verloren
-meine sozialen Kompetenzen verlernt
-das Verlangen alles zu beenden
11/10 würde nochmal Prime kaufen",1702181620,1702181620,True,103,38,0.889937996864318848,0,False,False,False,False,76561199556964922,0,2,9369,503,2699,1732234065,,730,20241127_154107,100
178794024,english,"CounterStrike: Where the only thing more reliable than your terrible aim is the endless cheaters spinning around like they’re auditioning for Dancing with the Stars. You’ll learn real fast that the only thing more accurate than your gunshots are the cheaters aimbots, which somehow always seem to have perfect aim. But hey, at least you’ll get to experience the sweet, sweet thrill of a game where everything looks fine until you die in 0.1 seconds to someone who’s clearly not from this dimension. But don’t worry, Valve’s totally on it. I’m sure they’re working hard on that anti cheat system. Any day now. In the meantime, enjoy getting headshot by a guy who’s both floating and twerking through the map.
10/10 would totaly throw my keyboard across the room again.",1731281003,1731281003,True,226,98,0.888875961303710938,27,True,False,False,False,76561199214753638,104,28,67266,0,67266,1727308821,,730,20241127_154107,100
176637258,english,"Counter Strike was once a great game, still good, but too bad its full of cheaters and scammers.

Anti cheat system is a joke. This game would be amazing, if it was free of cheaters and scammers.",1728403017,1728403017,True,342,11,0.888458430767059326,0,True,False,False,False,76561197960381714,9,1,2967,0,500,1729353357,,730,20241127_154107,100
162462588,russian,"Очень многогранная игра. Инновационный гейплей, безграничные возможности: ты можешь стать участником битвы экстрасенсов, видя других через стены. Тебе хотелось почувствовать себя в роли боевого вертолета? Здесь ты можешь себе это позволить - подрубай и взлетай. Бывает, в команде противника появляется такой же гений с крутилкой, и вот ты уже играешь в многопользовательский онлайн экшн вар тан... 
В общем, спасибо, вольво, за эту шедевроигру коричневого цвета двадцатого века. 
Настоящие мастера своего дела!
100 вак банов вам в ж0пy",1712554716,1712554716,False,214,43,0.886696457862854004,0,False,False,False,False,76561199090743838,54,4,19336,425,14389,1732138615,,730,20241127_154107,100
