recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played,timestamp_dev_responded,developer_response,appid,fetch_date,total_reviews
176756976,brazilian,Atualização que mudou o server SA com o NA ACABOU com o game. Péssima decisão. Não joguem enquanto não arrumarem.,1728568480,1728568480,False,155,0,0.901319205760955811,9,False,False,False,False,76561198394581211,43,7,5156,0,3847,1730658776,,,578080,20241127_154122,100
172990501,russian,"Игра топ, первое время тебя ебут и ты не понимаешь от куда, а после тебя всё так же ебут, но уже понимаешь от куда. Если запускаешься соло с подбором тимы, подбирает тиму конченых арабов которые умирают в самом начала и орут всю оставшуюся игру.

12 разорванных жоп из 10",1724339676,1724339676,True,125,62,0.895478308200836182,3,False,False,False,False,76561198818832243,7,1,1783,8,1775,1732045849,,,578080,20241127_154122,100
155319864,russian,"Из великолепного проекта, ставшего законодателем целого жанра игра стала дженерик китайско-корейской дрочильней с ущербными скинчиками и абсолютным большинством читеров или макросников.
Что же произошло с игрой с 2017 года:
- В разы ухудшилась оптимизация. На моей 3060 игра идет в разы хуже, чем на 960 в день ее запуска;
- После перехода игры на бесплатные рельсы кол-во читеров увеличилось в разы. Каждый заход в игру я получаю сообщение о том, что кого-то забанило по моему репорту. Два из трех встреченных противников оказываются либо аим, либо макросы с бериллом. В то время, как пубг был платным, я сидел в топ-100 игроков в ДУО ФПП в RU-сегменте. Сейчас я не могу набить жалкие 200 среднего урона в ранкеде на золоте.
- У игры настолько сильный отток онлайна, что разрабы были вынуждены добавить ботов.
В итоге, ты не получаешь удовлетворения от совершенного фрага, т.к. не всегда уверен, бот это или просто нуб, зато получаешь двойную дозу тильта, когда смотришь, как очередной игрок из клана с тегом ""AIM"" (или подобное) разряжет тебе со 100 метров очередь с берилла в голову, сидя в едущем уазике.
А, и еще у тебя выбор карт убрали, будь любезен играть на том, что тебе подали на блюде с говном.
Резюмируя: играть в этот дурнопахнущий труп некогда великолепной игры в 2024 году нет никакого смысла.
Очень жаль, т.к. альтернатив такому +- размеренному геймплею в КБ, по-сути нет.",1704473783,1704645312,False,565,10,0.94131547212600708,27,False,False,False,False,76561198026459436,0,7,47533,0,47533,1704471983,,,578080,20241127_154122,100
168078987,koreana,"게임은 좋음. 재밌음. 근데 나머지가 전부 문제임.
 운영이 제일 ㅈ같음. 코스튬도 ㅈ같음. 국산게임이라는 마케팅으로 시작한 게임이 차이나머니 맛보더니 ㅈ같은 중국문화만 챙김. 밸런스 패치도 ㅈ같음. 

 내가 원하던 배그는 딥다크한 분위기의 배틀로얄이었는데 어느 순간 쓸데없이 반짝거리고 휘향찬란하기만한 코스튬들 비싼돈으로 팔아먹더니 결국엔 아이돌이랑 협업해서 나락까지 가고 있네...

 뉴진스 코스튬은 펍지에서 만들었고 펍지에서 판 거고 우린 그걸 ㅈㄴ비싼 가격에 사서 나름 만족하며 쓰고 있었고 내가 좋아하는 아이돌 모델링으로 펍지에서 만들고 판매한 옷들 입히겠다는데 도대체 이게 뭐가 문제가 되는거임? 카섭제외하고 나머지 서버는 19금인데 19금 게임이 도대체 왜 미자있는 걸그룹이랑 콜라보 한거임? 이런게 문제가 될 줄 그 누구도 예상을 못했던건가?

 대형 아이돌 기획사랑 7년째 서비스하고 있는 게임사가? 쌍으로 지랄들이다 진짜 애초에 총탄 날아다니고 생명의 위협을 느껴야하는 배틀로얄 장르에 뉴진스가 왜 어울릴거라 생각한거임? 도대체 뭔 이해관계가 맞아서 시작한 콜라보임? 느그들 ㅆㅂ 배틀로얄이잖아 뉴진스가 배틀로얄 찍냐고 배틀로얄이면 배틀로얄다운 코스튬들을 내도 시원찮을 판에 어떻게든 밝은 코스튬 어떻게든 화려한 코스튬 어떻게든 어그로 좀 끌어보겠다고 콜라보 인게임 버그랑 총기 밸런스를 매일매일 뜯어고쳐도 시원찮을 판에 도대체 왜 이딴 콜라보를 쳐해서 괜히 뉴진스 코스튬 있지도 않은 유저들까지 병신취급하는거임?

 예쁜 코스튬? 화려한 코스튬? 다 좋음. 근데 그게 옷은 아님. 총기가 화려해봤자 어차피 멀리서는 보이지도 않음 그냥 나 혼자 좋자고 하는 짓임. 근데 배그같이 칙칙한 게임에서 화려한 옷? 그냥 나 좀 죽여달라고 광고하는 거임. 근데 예쁘다고 유저들이 사주니깐 좋다고 그런 병신같은 코스튬만 쥰내 찍어냄. 그렇게 계속 화려한거 화려한거 하다가 결국 아이돌까지 오게된거 아님?
 
얼엑으로 게임 출시한지 어언 7년째임.. 7년동안 매번 똑같은 방식으로 욕먹는거면 방식을 바꿔야겠다라는 생각은 안 하는건가? ㅆㅂ 하는데 이정도면 운영을 도대체 어디서 배워온거임. 커뮤니티 조금만 둘러봐도 배그 칭찬글은 손에 꼽을 정도로 없음. 배그 좋다고 얘기하는 건 파트너 스트리머들 밖에 없음. 왜? 얘넨 돈 받고 공인이니깐. 혼자서 배그 욕해봤자 아무도 안 듣고 얘넨 배그가 좋아서 파트너를 달았는데 싫다고 말할리가. 근데 그 ㅈ같음이 쌓이고 쌓이다가 김블루가 터트린거 아님? 그때 대충 마무리하고 넘어갔고 이제 좀 조용해 진거 같으니깐 다시 ㅈㄹ이네.

 ㅈ같은 스포츠카, 슈퍼카 좀 안 내면 안되나. 삐까번쩍한 코스튬도 ㅈ같은거 겨우 버티는데 별 관련도 없는 브랜드들이랑 콜라보란 콜라보는 존나하네 배틀로얄 장르 분위기 개박살 내는 것도 적당히지 ㅆㅂㅋㅋ 긴박한 상황을 어떻게든 연출할 생각은 없고 어떻게든 긴박한 상황에서도 차량 스킨 적용해서 슈퍼카, 스포츠카 타는건 진짜 ㅆㅂㅋㅋㅋㅋ",1719225423,1728051351,False,179,17,0.890795230865478516,0,False,False,False,False,76561198859937052,0,1,9255,0,9154,1728296027,,,578080,20241127_154122,100
171530230,schinese,"我是第一批知道并且去玩的，当时是真没挂，并且很穷。有那种收刮的感觉，并且当时很多人都不会玩，所以很呆，刚好当时上大学和舍友天天打，配合起来实力算比较强的，因为我们固定队友会配合。基本上一整局都是在搜刮发育的路上，有时候打到决赛圈都凑不齐四个四倍镜。捡到一个八倍镜那真的是开心死。可以说打架是辅，搜刮是主，有时候一座城都搜不出四套2级甲头。摸到三级头那更是无敌，后面因为竞技，不断加强物资，搜刮发育的感觉就没了。
",1722924266,1722924266,True,151,21,0.887521088123321533,0,False,False,False,False,76561198903543073,22,3,12012,0,11598,1727603286,,,578080,20241127_154122,100
153631449,russian,"Решили поиграть в Pubg с женой, вместе были 6 лет.
Играли долго и фаново! В этой игре жена познакомилась с каким то египтянином.
Решила что жизнь ей такая не мила, всё ей по плечу и решила развестись.
И знаете как интересно получилось, через пару недель я случайно узнал о её изменах.
Если бы не Pubg я бы до сих пор жил с человеком который меня не ценит, да ещё и с низкой социальной ответственностью. А теперь я чаще вижу друзей, мы классно проводим время, пьём вкусное пиво и путешествуем.
Образовался счастливый клуб разведённых мужиков.
Игра ТОП всем советую!!!",1702636038,1702636038,True,483,167,0.936106383800506592,9,False,False,False,False,76561198413614119,784,271,587,0,517,1708373760,,,578080,20241127_154122,100
176758082,spanish,"Devuelvan los servidores BR para la gente de latinoamerica por favor. Está injugable con el Ping a 180. 

Please return the BR servers for the people of Latin America. It is unplayable with Ping at 180.",1728569647,1728569647,False,136,3,0.885964155197143555,8,False,False,False,False,76561198075875269,169,7,66093,77,65447,1732671151,,,578080,20241127_154122,100
172465922,schinese,狗屎一样的反作弊，狗屎一样的优化，狗屎一样的封禁系统，狗屎一样的活动创意，历时3年，也就是一直跟风玩，总结真他妈垃圾！还有不要在这游戏里充钱！不要在这游戏里充钱！不要在这游戏里充钱！除非你想打水漂，给你朋友买盒烟，自己买瓶水都比这个强一百倍，哪怕给狗买根火腿肠，狗还记你个好，给蓝洞纯纯脑残，草泥马蓝洞公司以及代理，还我血汗钱！,1724084054,1724084054,False,143,41,0.879554092884063721,12,True,False,False,False,76561198429790681,0,6,14532,0,14532,1714755945,,,578080,20241127_154122,100
161972682,english,"This game spies on you more than NSA, CIA, & FBI combined. When you run it for the first time, you have to install & allow like 6 different background services & battleye anti cheat. The game kept stuttering so often it's unplayable. Thier privacy policy is insane. These guys collect everything. Here's just one part of their data collection policy: 

""Identifiers, such as SteamID64(*), nickname, name, IP address, email address, postal address, phone number, date of birth, gender, country of residence, language, nationality, etc. internet or other electronic network activity information, such as browsing behavior and device information. the information that you disclose is public information. We may store and access it, and it may be read, copied, collected or used by other users without your consent. ""

& in section 2 & 3 they proceed to tell you that we may use this for anti cheat but we also sell this data to our partners to ""personalize your expereince"". 
""We may use this data to comply with and enforce legal requirements, agreements, and policies."" this is a fucking game, wtf does the cops gotta do with this.

There's no way to opt-out.

This game is free to play cuz your information is what's paying for the service.

0/10, free to play spyware trash.",1711999426,1711999426,False,284,26,0.92231982946395874,0,False,False,False,False,76561198840145793,82,73,1445,0,62,1731285497,,,578080,20241127_154122,100
176256415,schinese,玩法很多样化，但我新手几十级全是匹配到几百级是什么意思，而且有时候玩着玩着被踢出游戏了，说是反外挂异常，我KD0.7我开毛线挂。,1727920639,1727920639,True,184,130,0.872003793716430664,0,False,False,False,False,76561199773828506,22,1,7413,1866,1144,1732717981,,,578080,20241127_154122,100
157202668,brazilian,"Porque, os dev tiraram solo fpp? Pq tiraram a escolha de mapas e deixam esses mapa lixos aleatórios eu quero jogar só Sanhok!
Pq esse jogo é mal otimizado. Vão tnc!
",1706637291,1706637291,False,115,20,0.856165945529937744,0,True,False,False,False,76561198215066004,0,9,77873,322,53633,1732083204,,,578080,20241127_154122,100
171572068,english,"Full of Cheaters and Unjust Bans

I've been playing PUBG since launch with over 500 hours logged. Despite not being an amazing player, I've enjoyed the game immensely and have always played fairly. However, today I experienced something incredibly frustrating and unfair.

In the span of three games:

The first game, I got killed by blatant hackers.
The second game was fine.
In the third game, I received a 24-hour ban for ""cheats/hacks,"" despite never having cheated in my life.
My Steam account is pristine and has been for years, yet I'm punished while actual cheaters run rampant. This is beyond disappointing and shows a severe flaw in the game's anti-cheat system. Legitimate players like myself are getting banned, while the real cheaters continue to ruin the experience for everyone else.

PUBG needs to seriously address this issue. Until then, I cannot recommend this game. If you value fair play and a good gaming experience, look elsewhere.",1722973617,1722973617,False,129,7,0.854738295078277588,6,True,False,False,False,76561198000436957,974,5,35156,0,34073,1728685645,,,578080,20241127_154122,100
174533097,russian,"[code] 
[table]
    [tr]
        [th]Плюсы ( + ) [/th]
        [th]Минусы ( - ) [/th]
    [/tr]
    [tr]
        [td]+[/td]
        [td]-[/td]
    [/tr]
    [tr]
        [td]+[/td]
        [td]-[/td]
    [/tr]
    [tr]
        [td]+[/td]
        [td]-[/td]
    [/tr]
[/table]
[/code]",1725807669,1725807669,True,197,84,0.853312551975250244,0,False,False,False,False,76561198145334635,157,182,11783,0,11783,1715089805,,,578080,20241127_154122,100
178634258,russian,"Немножечко про игры «на каждый день» и про ресурсы, которые на них уходят.
Если проводить последовательный анализ происходящего в подобных играх, то не останется ни малейшей причины в это играть.
Вдумайтесь в концепцию сами – лучшие дизайнеры, художники и программисты собираются вместе под управлением бизнесменов, чтобы постараться развить в нас игровую зависимость. Причём самое обидное заключается в том, что они делают это всего в два шага:
[b]Первый шаг[/b] – это аддиктивный геймплей, состоящий из соревнования ради соревнования. Изо дня в день вы приходите после работы/учёбы и бегаете в игре между одними и теми же четырьмя ящиками и тремя кустами, выцеливая своих противников, не получая за это ничего, кроме искусственной дестабилизации нервной системы и пикселей для профиля, ценность и суть которых невозможно понять если ты сам не играешь.
[b]Второй шаг[/b] – это перерывы на ожидание следующей игровой сессии, разбавленные классическими уловками прямиком из гипермаркетов и казино, применёнными к внутриигровым товарам. Это не всегда означает, что вы обязательно потратите деньги, нет. Но это будет отвлекать вас от желания закрыть приложение после игры. Во время поиска следующей катки вы неспешно «расхаживаете вдоль витрин», как если бы раньше всех пришли в ТРЦ на запланированную встречу с друзьями и многозначительно отбиваете ритм музыки из главного меню по кошельку у себя в кармане.
Играть будет сложно, ведь другие люди тоже хотят выиграть и получить для своего профиля пиксели покрасивее, и чем дольше вы играете, тем более опытных соперников вам будут подбирать. В награду за ваши старания вы периодически будете побеждать и испытывать радость по этому поводу, которая будет длиться от нескольких секунд до нескольких минут. Сменяться это всё будет напряжёнными изматывающими попытками вновь достичь это чувство, которое может не приходить даже через несколько часов череды проигрышей и неудач.
В какой-то момент этот процесс станет для вас привычным. Постепенно сформируется маршрут – пришёл домой, включил компьютер, поел, попил чай и пошёл к «станку» играть в любимую игру. Ещё быстрее эта привычка укрепиться, если вы разделите её со своими друзьями и знакомыми, ведь вместе всё что угодно будет веселее.

[hr][/hr]

[b] Обратите внимание [/b] – если человек начнёт каждый день из раза в раз стругать деревянную мебель/вышивать/выпекать торты/сочинять стихи/рисовать картины, то он в какой-то момент сможет продавать продукт своей деятельности и будет поощряться окружением за то, что он привносит в жизнь других людей что-то полезное или просто интересное. Вырабатывание подобных привычек тысячелетиями оттачивалось на инстинктивном уровне и эволюционно преобразовалось по итогу в сложную биологическую систему химических поощрений внутри организма. Иными словами – мы получаем удовольствие от процесса и результата, так как подсознательно чувствуем, что всё делаем правильно для успешного выживания и продолжения рода. Сейчас же, с появлением компьютерных технологий, у нас есть возможность ввести наши инстинкты в заблуждение и получать дофамин не за личное действие, а за действие нашего виртуального аватара. То есть результат ваших трудов остаётся в виртуальности, при этом эмоциональный отклик вашего организма вы получаете в реальности.
Играя в подобные игры, вы не сможете извлечь для себя пользу в реальной жизни – если вы умеете хорошо стрелять в шутере, это не делает из вас хорошего стрелка в реальности, если вы хорошо играете в виртуальный футбол, это не делает из вас хорошего футболиста. Да, вы можете быть стримером и зарабатывать деньги и общественное признание таким образом, но люди смотрят стримеров не за то, что они играют, а за их харизму и актёрские навыки. Да, вы можете быть профессиональным киберспортсменом, но учтите, что извлечь из этого выгоду смогут только лучшие из лучших, победители генетической лотереи, которые могли бы применять свой интеллект и способность к эмоциональной концентрации на что-то более полезное для общественности.
И что мы имеем в итоге? Ничего, кроме усталости от эмоциональных перепадов, полученных в ходе игры и никому не нужный навык управления виртуальным аватаром.
В одиночных играх есть чёткий барьер в виде конца сюжета, после которого у вас скорее всего пропадёт интерес, особенно если отсутствуют механики повышения уровня и возобновляемых противников. Разработчики таких игр хотят поделиться с нами историей, ознакомиться с которой можно не просто со стороны, как при прочтении книги, а будучи интегрированным внутрь истории с возможностью влиять на её ход.
В соревновательных играх сюжет существует только в виде концепции или вовсе отсутствует. Разработчики таких игр прикладывают все усилия, чтобы вы стали зависимыми от игры, чтобы их проект стал для вас частью ежедневной рутины. Причём продолжаться эта рутина может годами и даже десятилетиями в зависимости от умения разработчиков манипулировать игроками.
В общем, что я хотел сказать-то. Катать в соревновательные игры или нет – это личный выбор каждого, но не нужно обманывать себя и думать, что чужие игровые профили кто-то будет просматривать или тем более восхищаться ими. Да и сама игра тоже не вечна. Тут нужно либо вообще не лезть во всё это, либо искать золотую середину между бытием реальным и виртуальным, чтобы по итогу не остаться у разбитого корыта.
Если обратить внимание на новостную ленту игры, станет понятно, что внимание здесь в первую очередь обращают на анонсы новых скинов и срочные исправления критических багов, ломающих игру при каждой попытке разработчиков внести любые изменения в геймплей.

[hr][/hr]

Спасибо что прочитали, мне и правда это приятно. Ставьте лайк, если обзор оказался для вас полезен. Всем мир.

[h3]Post Scriptum [/h3] 
Цвет обзора здесь не имеет значения. У людей разные судьбы и один итог, поэтому каждый решает сам за себя куда ему расставлять приоритеты. Можно поставить палец вверх, так как игра свои функции выполняет хорошо, или поставить палец вниз, потому что она стоит поперёк эволюционного процесса - главное, перед тем как сделать выбор играть или не играть, нужно убедиться, что ты дееспособен отдавать отчёт своим действиям и ни о чём после этого не жалеть. Вот примеры для наглядности - для человека, прикованного к постели на терминальной стадии болезни эта игра может стать последней отдушиной. Понятно, что он мог бы попытаться оставить след в истории напоследок или ещё что-то в этом роде, но он может выбрать просто пролюбиться в игре. Так же и человек, которому суждено дожить до глубокой старости может пытаться что-то делать общественно значимое или может не пытаться, а просто получить дозу дофамина здесь и сейчас. В общем у меня нет достаточной квалификации, чтобы однозначно рекомендовать или не рекомендовать эту игру, так как я не знаю всех и каждого, но своим мнением поделиться я могу.",1731091462,1732096851,False,169,16,0.852379262447357178,9,False,False,False,False,76561198304184440,0,3,1968,0,1968,1729361947,,,578080,20241127_154122,100
176110973,russian,"Зашёл получить удовольстиве от игры, а получил идеальный зажим с AKA на расстоянии 200 метров с эпилептических выглядываний из-за дерева от игрока с 500 уровнем учетной записи (это максимальный), с моим то 41. Игра правда расслабляет.Получил неимоверное удовольстиве!!! ВСЕМ СОВЕТУЮ!!!!!!!!",1727725603,1727725603,True,110,42,0.902074158191680908,0,False,False,False,False,76561199130011104,20,3,2089,0,2050,1728237390,,,578080,20241127_154122,100
172862784,schinese,"总体来说，吃鸡游戏的游戏性非常棒，但游戏环境差强人意。
外挂和其他工具的辅助无法从根本上杜绝，那就用剩余其他遵守规则的玩家来维护游戏环境。
1，希望蓝洞未来能引进csgo的“监管”机制。例如：举报成功五十名外挂玩家后给予监管者权利。
2，以及举报成功奖励机制。例如：举报成功奖励钥匙碎片或奖励箱。
3，为了公平，在排位中若被外挂玩家击杀，并举报成功后。奖励基础排位分数（最基本的是不掉分）
以上均是个人建议，希望能被重视，也希望这个游戏能越来越好。",1724258659,1724258659,True,308,31,0.898161649703979492,5,True,False,False,False,76561198437301373,0,5,36018,2193,21121,1732712320,,,578080,20241127_154122,100
173589750,schinese,"把tm服务器维护好，治理治理外挂这游戏不是无敌？
——来自小黑盒用户别问我名字i的评价",1724816702,1724816702,True,51,9,0.846618950366973877,3,False,False,False,False,76561198428653865,21,2,31853,221,27571,1732010547,,,578080,20241127_154122,100
153111337,english,Met lots of gifted individuals that can look at the ground while spinning and still click heads. Very impressive!,1702031852,1702031852,True,194,130,0.891085803508758545,0,False,False,False,False,76561198154742170,1185,51,121,0,111,1702106315,,,578080,20241127_154122,100
